section,kind,local,name,line,end_line,span_lines,proof_group,proof_start,proof_end,proof_span_lines,proof_body_lines,proof_body_lines_unique,internal_caller_count,internal_callers,self_ref_count,internal_nonheader_count,interstitial_ref_count,external_confirmed_count,external_confirmed_files,external_bare_candidate_count,reachable_from_confirmed_public,reference_class
"Representation, OpenScop, and current view",Definition,False,ident,42,42,1,ident,,,0,0,0,18,current_access_transformation_at_preserve_length;current_transformation_at_preserve_length;exact_listzzs_cols_current_access_transformation_at;exact_listzzs_cols_current_transformation_at;exact_listzzs_cols_current_transformation_for_witness;from_openscop_ctxt;from_openscop_iterlist;from_openscop_vars;pi_to_openscop_statement;pi_to_openscop_statement_global;pinstr_current_dim;t;wf_pinstr;wf_pinstr_affine;wf_pinstr_ext;wf_pinstr_ext_affine;wf_pinstr_ext_tiling;wf_pinstr_general,1,25,0,4,src/PrepareCodegen.v;src/TilingBandScheduleValidator.v;src/TilingRelation.v,844,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,NonAlias,45,45,1,NonAlias,,,0,0,0,6,instance_list_semantics;lex_semantics;semantics;stable_permut'_ext_lists_are_equivalent;stable_permut_ext_lists_are_equivalent;stable_permut_step_ext_lists_are_equivalent,1,7,0,3,src/AffineValidator.v,75,True,confirmed-external
"Representation, OpenScop, and current view",Record,False,PolyInstr,48,58,11,PolyInstr,,,0,0,0,51,belongs_to;belongs_to_current_view_pi_iff;compose_pinstr_ext;compose_pinstrs_ext;current_access_transformation_at;current_access_transformation_at_preserve_length;current_access_transformation_of;current_src_args_at;current_src_args_in_dim;current_src_args_of;current_transformation_at;current_transformation_at_preserve_length;current_transformation_of;current_view_pi;elim_schedule;env_poly_lex_semantics;env_poly_semantics;env_scan;eqdom_pinstr;exact_listzzs_cols_current_access_transformation_at;exact_listzzs_cols_current_transformation_at;flatten_instr_nth;flatten_instr_nth_current_view_iff;flatten_instrs;flatten_instrs_current_view_iff;from_openscop;from_openscop_like_source;from_openscop_schedule_only;keep_schedule_row_at;max_schedule_len;pi_access_transformation;pi_depth;pi_elim_schedule;pi_instr;pi_point_witness;pi_poly;pi_raccess;pi_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;pi_waccess;pinstr_current_dim;poly_lex_semantics;poly_semantics;poly_semantics_k;source_like_pi_schedule;t;wf_pinstr;wf_pinstr_affine;wf_pinstr_general,0,43,0,139,polygen/ASTGen.v;src/AffineValidator.v;src/Extractor.v;src/ISSBoolChecker.v;src/ISSCutSemantics.v;src/ISSRefinement.v;src/ISSSemantics.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingBandScheduleValidator.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,140,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_depth,49,58,10,PolyInstr,,,0,0,0,43,PolyInstr;belongs_to;belongs_to_current_view_pi_iff;canonicalize_schedule_pprog;compose_pinstr_ext;current_src_args_of_current_view_pi_eq;current_view_pi;dummy_pi;eqdom_pinstr;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_same_np_set;flatten_instr_nth;flatten_instr_nth_current_view_iff;flatten_instrs;flatten_instrs_current_view_iff;flatten_instrs_nil_implies_nil;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;instance_list_semantics_current_view_iff;keep_schedule_row_at;pi_access_transformation;pi_elim_schedule;pi_instr;pi_point_witness;pi_poly;pi_raccess;pi_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;pi_waccess;pinstr_current_dim;source_like_pi_schedule;source_like_schedule_pprog;wf_pil_affine_implies_wf_pil_ext_affine;wf_pil_implies_wf_pil_ext;wf_pinstr;wf_pinstr_affine;wf_pinstr_affine_implies_wf_pinstr_ext_affine;wf_pinstr_implies_wf_pinstr_ext;wf_pinstr_tiling_current_view_affine,0,57,0,328,driver/PolOpt.v;polygen/ASTGen.v;polygen/CodeGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;samples/ExtractorSmoke.v;src/AffineValidator.v;src/Extractor.v;src/ISSCutSemantics.v;src/ISSRefinement.v;src/ISSSemantics.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,130,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_instr,50,58,9,PolyInstr,,,0,0,0,28,PolyInstr;belongs_to;canonicalize_schedule_pprog;compose_pinstr_ext;current_view_pi;dummy_pi;eqdom_pinstr;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;pi_access_transformation;pi_depth;pi_elim_schedule;pi_point_witness;pi_poly;pi_raccess;pi_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;pi_waccess;poly_lex_semantics;poly_lex_semantics_pis_ext_iff;poly_lex_semantics_pis_ext_single;poly_semantics;poly_semantics_k;source_like_schedule_pprog,0,29,0,76,polygen/ASTGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,17,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_poly,51,58,8,PolyInstr,,,0,0,0,27,PolyInstr;belongs_to;canonicalize_schedule_pprog;compose_pinstr_ext;current_view_pi;dummy_pi;env_scan;eqdom_pinstr;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;pi_access_transformation;pi_depth;pi_elim_schedule;pi_elim_schedule_nrl;pi_instr;pi_point_witness;pi_raccess;pi_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;pi_waccess;pinstr_current_dim;source_like_schedule_pprog;wf_pinstr,0,30,0,126,polygen/ASTGen.v;polygen/CodeGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;samples/ExtractorSmoke.v;src/AffineValidator.v;src/Extractor.v;src/ISSBoolChecker.v;src/ISSRefinement.v;src/ISSSemantics.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,18,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_schedule,52,58,7,PolyInstr,,,0,0,0,39,PolyInstr;belongs_to;canonicalize_schedule_pprog;compose_pinstr_ext;current_view_pi;dummy_pi;eqdom_pinstr_implies_flatten_instr_nth_exists;eqdom_pinstr_implies_flatten_instr_nth_rel;eqdom_pinstr_implies_flatten_instr_nth_retime;eqdom_pinstr_implies_flatten_instr_same_len;eqdom_pinstr_implies_flatten_same_np_set;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;keep_schedule_row_at;max_schedule_len;pi_access_transformation;pi_depth;pi_elim_schedule;pi_elim_schedule_nrl;pi_instr;pi_point_witness;pi_poly;pi_raccess;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;pi_waccess;pinstr_current_dim;poly_elim_schedule_semantics_env_preserve;poly_elim_schedule_semantics_preserve;poly_semantics;poly_semantics_concat;poly_semantics_k;source_like_pi_schedule;source_like_schedule_pprog;to_openscop_global_padded;wf_pinstr,0,53,0,86,polygen/ASTGen.v;polygen/CodeGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;samples/ExtractorSmoke.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,319,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_point_witness,53,58,6,PolyInstr,,,0,0,0,47,PolyInstr;belongs_to_current_view_pi_iff;canonicalize_schedule_pprog;compose_pinstr_ext;current_access_transformation_at;current_access_transformation_of;current_env_dim_in_dim_pi_elim_schedule;current_src_args_in_dim;current_src_args_in_dim_pi_elim_schedule_resize;current_src_args_of;current_src_args_of_current_view_pi_eq;current_src_args_of_pi_elim_schedule;current_transformation_at;current_transformation_of;current_view_pi;dummy_pi;eqdom_pinstr;exact_listzzs_cols_current_access_transformation_at;exact_listzzs_cols_current_transformation_at;flatten_instr_nth_current_view_iff;flatten_instrs_current_view_iff;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;instance_list_semantics_current_view_iff;pi_access_transformation;pi_depth;pi_elim_schedule;pi_instr;pi_poly;pi_raccess;pi_schedule;pi_transformation;pi_waccess;poly_elim_schedule_semantics_env_preserve;poly_elim_schedule_semantics_preserve;poly_lex_semantics_pis_ext_iff;poly_lex_semantics_pis_ext_single;source_like_schedule_pprog;wf_pil_affine_implies_wf_pil_ext_affine;wf_pil_implies_wf_pil_ext;wf_pinstr;wf_pinstr_affine;wf_pinstr_affine_implies_wf_pinstr_ext_affine;wf_pinstr_implies_wf_pinstr_ext;wf_pinstr_tiling_current_view_affine,0,63,0,97,polygen/ASTGen.v;polygen/CodeGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,25,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_transformation,54,58,5,PolyInstr,,,0,0,0,29,PolyInstr;canonicalize_schedule_pprog;compose_pinstr_ext;current_transformation_at;current_transformation_at_preserve_length;current_view_pi;dummy_pi;eqdom_pinstr;exact_listzzs_cols_current_transformation_at;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;pi_access_transformation;pi_depth;pi_elim_schedule;pi_instr;pi_point_witness;pi_poly;pi_raccess;pi_schedule;pi_waccess;poly_lex_semantics_pis_ext_iff;poly_lex_semantics_pis_ext_single;source_like_schedule_pprog;wf_pinstr;wf_pinstr_affine;wf_pinstr_general;wf_pinstr_tiling_current_view_affine,0,31,0,79,polygen/ASTGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;samples/ExtractorSmoke.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,19,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_access_transformation,55,58,4,PolyInstr,,,0,0,0,26,PolyInstr;canonicalize_schedule_pprog;compose_pinstr_ext;current_access_transformation_at;current_access_transformation_at_preserve_length;current_view_pi;dummy_pi;eqdom_pinstr;exact_listzzs_cols_current_access_transformation_at;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;pi_depth;pi_elim_schedule;pi_instr;pi_point_witness;pi_poly;pi_raccess;pi_schedule;pi_transformation;pi_waccess;source_like_schedule_pprog;wf_pinstr;wf_pinstr_affine;wf_pinstr_general,0,24,0,55,polygen/ASTGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,16,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_waccess,56,58,3,PolyInstr,,,0,0,0,23,PolyInstr;canonicalize_schedule_pprog;compose_pinstr_ext;current_view_pi;dummy_pi;eqdom_pinstr;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;pi_access_transformation;pi_depth;pi_elim_schedule;pi_instr;pi_point_witness;pi_poly;pi_raccess;pi_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;source_like_schedule_pprog;wf_pinstr,0,21,0,65,polygen/ASTGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;samples/ExtractorSmoke.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,18,True,confirmed-external
"Representation, OpenScop, and current view",Projection,False,pi_raccess,57,58,2,PolyInstr,,,0,0,0,23,PolyInstr;canonicalize_schedule_pprog;compose_pinstr_ext;current_view_pi;dummy_pi;eqdom_pinstr;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;pi_access_transformation;pi_depth;pi_elim_schedule;pi_instr;pi_point_witness;pi_poly;pi_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;pi_transformation;pi_waccess;source_like_schedule_pprog;wf_pinstr,0,21,0,65,polygen/ASTGen.v;samples/CSample1.v;samples/CSample2.v;samples/CSample3.v;samples/ExtractorSmoke.v;src/AffineValidator.v;src/Extractor.v;src/ISSRefinement.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SPolIRs.v,18,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,dummy_pi,60,70,11,dummy_pi,,,0,0,0,2,eqdom_pinstrs_implies_flatten_instr_nth_rel;eqdom_pinstrs_implies_flatten_instrs_exists,0,2,0,1,polygen/ASTGen.v,7,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,t,79,79,1,t,,,0,0,0,35,InstrPoint_ext;PolyInstr;PolyInstr_ext;canonical_scattering_output_rowb;canonicalize_schedule_pprog;check_pol_openscop_consistency;current_view_pprog;dummy;elim_schedule_prog;env_poly_lex_semantics;env_poly_semantics;eqdom_pprog;from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only;instance_list_semantics;instance_list_semantics_current_view_iff;lex_semantics;openscop_constraint_eqb;poly_instance_list_semantics;poly_lex_semantics;poly_semantics;poly_semantics_k;pprog_current_dim;semantics;source_like_schedule_pprog;to_openscop;to_openscop_global_padded;wf_pinstr;wf_pinstr_affine;wf_pinstr_general;wf_pprog;wf_pprog_affine;wf_pprog_general,1,55,0,303,driver/CPolOpt.v;driver/ParallelPolOpt.v;driver/ParallelPolOptCorrect.v;driver/PolOpt.v;driver/PolOptBandTiling.v;driver/PolOptCanonicalTiling.v;driver/VerifiedParallelCompilerConfig.v;polygen/CodeGen.v;polygen/PolIRs.v;src/AffineValidator.v;src/CPolIRs.v;src/Extractor.v;src/ISSBoolChecker.v;src/ISSRefinement.v;src/JamValidator.v;src/LoopJamValidator.v;src/ParallelCodegen.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v;src/TPolIRs.v;src/TilingBandDirectRuntime.v;src/TilingBandScheduleValidator.v;src/TilingCanonicalScheduleValidator.v;src/TilingRelation.v;src/TilingValidator.v;syntax/SBandTilingOpt.v;syntax/SParallelPolOpt.v;syntax/SPolIRs.v;syntax/SPolOpt.v;syntax/SVerifiedParallelCompilerConfig.v,4021,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,pinstr_current_dim,81,85,5,pinstr_current_dim,,,0,0,0,3,pprog_current_dim;pprog_current_dim_ge_pinstr;wf_pinstr,0,5,0,22,polygen/CodeGen.v;src/AffineValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v;src/StrengthenDomain.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,pprog_current_dim,87,91,5,pprog_current_dim,,,0,0,0,4,elim_schedule_prog;lex_semantics;pprog_current_dim_ge_pinstr;semantics,0,5,0,36,polygen/CodeGen.v;src/JamValidator.v;src/ParallelValidator.v;src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,fold_left_max_ge_init,93,102,10,fold_left_max_ge_init,96,102,7,5,5,1,fold_left_max_ge_member,0,1,0,2,src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Lemma,False,fold_left_max_mono_acc,104,114,11,fold_left_max_mono_acc,108,114,7,5,5,1,fold_left_max_ge_member,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Lemma,False,fold_left_max_ge_member,116,131,16,fold_left_max_ge_member,120,131,12,10,10,1,pprog_current_dim_ge_pinstr,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Lemma,False,pprog_current_dim_ge_pinstr,133,148,16,pprog_current_dim_ge_pinstr,137,148,12,10,10,0,,0,0,0,7,polygen/CodeGen.v;src/PrepareCodegen.v,0,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,dummy,150,150,1,dummy,,,0,0,0,1,from_openscop_complete,0,1,0,90,driver/ParallelPolOpt.v;driver/ParallelPolOptCorrect.v;driver/PolOpt.v;driver/PolOptBandTiling.v;driver/PolOptCanonicalTiling.v;syntax/SBandTilingOpt.v;syntax/SParallelPolOpt.v,24,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,listzzs_to_domain_constr,154,160,7,listzzs_to_domain_constr,,,0,0,0,2,pi_to_openscop_statement;pi_to_openscop_statement_global,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,list_Z_eqb,162,167,6,list_Z_eqb,,,0,0,0,1,affine_constraint_eqb,1,2,0,0,,10,True,internal-live
"Representation, OpenScop, and current view",Definition,False,affine_constraint_eqb,169,172,4,affine_constraint_eqb,,,0,0,0,1,dedup_domain_rows,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,dedup_domain_rows,174,182,9,dedup_domain_rows,,,0,0,0,2,pi_to_openscop_statement;pi_to_openscop_statement_global,1,3,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,listzzs_to_sctt_constr,184,189,6,listzzs_to_sctt_constr,,,0,0,0,3,affine_rows_to_sctt_constrs;constant_sctt_constr;zero_sctt_constr,0,3,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,zero_affine_function,191,192,2,zero_affine_function,,,0,0,0,10,compact_schedule_to_source_like;from_openscop_sctt_to_compact_schedule;interleave_zero_schedule_rows;keep_schedule_row_at;keep_schedule_rows;pad_schedule_to_len;refill_schedule_from_template;schedule_to_source_like_rows;source_like_sctt_rows;zero_sctt_constr,0,12,0,0,,3,True,internal-live
"Representation, OpenScop, and current view",Definition,False,constant_affine_function,194,195,2,constant_affine_function,,,0,0,0,5,compact_schedule_to_source_like;constant_sctt_constr;overwrite_last_schedule_const;pi_to_openscop_statement_global;source_like_sctt_rows,0,6,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,affine_function_is_zero,197,199,3,affine_function_is_zero,,,0,0,0,8,drop_leading_zero_schedule_row;drop_trailing_zero_schedule_rev;even_slots_are_zero_sctt_rows;from_openscop_sctt_to_compact_schedule;keep_schedule_row_at;refill_schedule_from_template_keep_zero_consts;remove_zero_schedule_dims;tail_const_of_affine,0,8,0,0,,12,True,internal-live
"Representation, OpenScop, and current view",Definition,False,affine_function_is_const,201,203,3,affine_function_is_const,,,0,0,0,10,even_slots_are_zero_sctt_rows;from_openscop_sctt_to_compact_schedule;overwrite_last_schedule_const;refill_schedule_from_template;refill_schedule_from_template_keep_zero_consts;schedule_to_source_like_rows;source_like_sctt_rows;split_const_and_nonconst_schedule_rows;split_trailing_const_schedule;tail_const_of_affine,0,11,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,remove_zero_schedule_dims,205,206,2,remove_zero_schedule_dims,,,0,0,0,5,pi_to_openscop_statement;pi_to_openscop_statement_global;source_like_rows_from_schedule;source_like_rows_to_compact_schedule;to_openscop_global_padded,0,5,0,0,,22,True,internal-live
"Representation, OpenScop, and current view",Definition,False,split_trailing_const_schedule,208,216,9,split_trailing_const_schedule,,,0,0,0,5,from_openscop_sctt_to_compact_schedule;pi_to_openscop_statement;pi_to_openscop_statement_global;source_like_rows_from_schedule;to_openscop_global_padded,0,5,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,padded_sctt_out_dim,218,219,2,padded_sctt_out_dim,,,0,0,0,1,pi_to_openscop_statement,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,zero_sctt_constr,221,225,5,zero_sctt_constr,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,constant_sctt_constr,227,232,6,constant_sctt_constr,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Fixpoint,False,schedule_to_source_like_rows,234,247,14,schedule_to_source_like_rows,,,0,0,0,1,source_like_sctt_rows,2,4,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,source_like_sctt_rows,249,267,19,source_like_sctt_rows,,,0,0,0,3,pi_to_openscop_statement;pi_to_openscop_statement_global;source_like_rows_from_schedule,0,6,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,affine_rows_to_sctt_constrs,269,276,8,affine_rows_to_sctt_constrs,,,0,0,0,2,pi_to_openscop_statement;pi_to_openscop_statement_global,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,tail_const_of_affine,278,281,4,tail_const_of_affine,,,0,0,0,1,source_like_rows_to_compact_schedule,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,drop_leading_zero_schedule_row,283,288,6,drop_leading_zero_schedule_row,,,0,0,0,1,source_like_rows_to_compact_schedule,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,source_like_rows_to_compact_schedule,290,303,14,source_like_rows_to_compact_schedule,,,0,0,0,2,from_openscop_sctt_to_source_like_compact_schedule;source_like_template_matches_scattering,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,listzzs_to_access_constr,306,311,6,listzzs_to_access_constr,,,0,0,0,1,access_to_openscop,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,access_to_openscop,314,331,18,access_to_openscop,,,0,0,0,2,pi_to_openscop_statement;pi_to_openscop_statement_global,0,4,0,0,,6,True,internal-live
"Representation, OpenScop, and current view",Definition,False,pi_to_openscop_statement,333,399,67,pi_to_openscop_statement,,,0,0,0,1,to_openscop,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,pi_to_openscop_statement_global,401,460,60,pi_to_openscop_statement_global,,,0,0,0,1,to_openscop_global_padded,0,1,0,0,,0,False,internal-live
"Representation, OpenScop, and current view",Definition,False,to_openscop,463,494,32,to_openscop,,,0,0,0,2,pi_to_openscop_statement;pi_to_openscop_statement_global,0,2,0,6,src/CPolIRs.v;src/TPolIRs.v;syntax/SInstrSmoke.v;syntax/SPolIRs.v,4,True,confirmed-external
"Representation, OpenScop, and current view",Definition,False,to_openscop_global_padded,496,534,39,to_openscop_global_padded,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,canonical_scattering_output_rowb,536,545,10,canonical_scattering_output_rowb,,,0,0,0,1,canonical_scattering_output_rowsb,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,canonical_scattering_output_rowsb,547,555,9,canonical_scattering_output_rowsb,,,0,0,0,1,canonical_function_scatteringb,1,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,canonical_function_scatteringb,557,561,5,canonical_function_scatteringb,,,0,0,0,2,check_pol_openscop_consistency;from_openscop_complete,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,check_pol_openscop_consistency,563,569,7,check_pol_openscop_consistency,,,0,0,0,3,from_openscop;from_openscop_like_source;from_openscop_schedule_only,0,3,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,odd_positions,571,575,5,odd_positions,,,0,0,0,2,from_openscop_sctt_to_compact_schedule;from_openscop_sctt_to_sched_rows,1,3,0,0,,0,False,internal-live
"Representation, OpenScop, and current view",Definition,False,openscop_constraint_eqb,577,581,5,openscop_constraint_eqb,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,openscop_sctt_row_to_affine,583,590,8,openscop_sctt_row_to_affine,,,0,0,0,2,even_slots_are_zero_sctt_rows;raw_scattering_rows,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,even_slots_are_zero_sctt_rows,592,610,19,even_slots_are_zero_sctt_rows,,,0,0,0,1,uses_padded_sctt_shape,1,2,0,0,,0,False,internal-live
"Representation, OpenScop, and current view",Definition,False,uses_padded_sctt_shape,612,617,6,uses_padded_sctt_shape,,,0,0,0,2,from_openscop_sctt_to_compact_schedule;from_openscop_sctt_to_sched_rows,0,2,0,0,,0,False,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,drop_trailing_zero_schedule_rev,619,626,8,drop_trailing_zero_schedule_rev,,,0,0,0,1,drop_trailing_zero_schedule,1,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,drop_trailing_zero_schedule,628,629,2,drop_trailing_zero_schedule,,,0,0,0,1,source_like_template_matches_scattering,0,2,0,0,,2,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_sctt_to_pol_schedule,631,641,11,from_openscop_sctt_to_pol_schedule,,,0,0,0,4,from_openscop;from_openscop_complete;from_openscop_like_source;from_openscop_schedule_only,0,4,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,from_openscop_sctt_to_sched_rows,643,657,15,from_openscop_sctt_to_sched_rows,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,from_openscop_sctt_to_compact_schedule,659,678,20,from_openscop_sctt_to_compact_schedule,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,from_openscop_sctt_to_source_like_compact_schedule,680,691,12,from_openscop_sctt_to_source_like_compact_schedule,,,0,0,0,1,from_openscop_like_source,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,split_const_and_nonconst_schedule_rows,693,701,9,split_const_and_nonconst_schedule_rows,,,0,0,0,1,refill_source_like_schedule_from_template,0,1,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,refill_schedule_from_template,703,722,20,refill_schedule_from_template,,,0,0,0,0,,4,4,0,0,,0,False,self-only
"Representation, OpenScop, and current view",Fixpoint,False,refill_schedule_from_template_keep_zero_consts,724,744,21,refill_schedule_from_template_keep_zero_consts,,,0,0,0,1,refill_source_like_schedule_from_template,5,6,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Fixpoint,False,interleave_zero_schedule_rows,746,751,6,interleave_zero_schedule_rows,,,0,0,0,1,compact_schedule_to_source_like,1,2,0,0,,0,False,internal-live
"Representation, OpenScop, and current view",Definition,False,compact_schedule_to_source_like,753,759,7,compact_schedule_to_source_like,,,0,0,0,0,,0,0,0,0,,0,False,zero-reference
"Representation, OpenScop, and current view",Definition,False,source_like_rows_from_schedule,761,765,5,source_like_rows_from_schedule,,,0,0,0,2,source_like_pi_schedule;source_like_template_matches_scattering,0,2,0,0,,0,True,internal-live
"Representation, OpenScop, and current view",Definition,False,pad_schedule_to_len,767,770,4,pad_schedule_to_len,,,0,0,0,2,canonicalize_schedule_pprog;keep_schedule_row_at,0,2,0,0,,26,True,internal-live
"Representation, OpenScop, and current view",Definition,False,source_like_pi_schedule,772,774,3,source_like_pi_schedule,,,0,0,0,1,source_like_schedule_pprog,0,1,0,0,,0,False,internal-live
