Warning: truncated output (original token count: 105285)
Total output lines: 819

kind,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,runtime_root,reachable_from_runtime_root
Lemma,project_pluto_band_component_ip_ext_old_eq_except_sched,TilingBandScheduleValidator.project_pluto_band_component_ip_ext_old_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,1144,1157,1150,1157,Qed,8,6,1,project_pluto_band_component_ip_ext,1,project_pluto_band_component_ip_ext_permutable_back,0,,no,no,no,no
Lemma,project_pluto_band_component_ip_ext_permutable_back,TilingBandScheduleValidator.project_pluto_band_component_ip_ext_permutable_back,TilingBandScheduleValidator,CommonBandInfrastructure,,1159,1174,1165,1174,Qed,10,8,4,eq_except_sched_symm_local;permutable_eq_except_sched_local;project_pluto_band_component_ip_ext;project_pluto_band_component_ip_ext_old_eq_except_sched,1,check_pinstr_list_pluto_permutable_band_component_via_validate_tiling_sound,0,,no,no,no,no
Lemma,project_pluto_band_component_ip_ext_preserves_np_lt,TilingBandScheduleValidator.project_pluto_band_component_ip_ext_preserves_np_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,1176,1187,1182,1187,Qed,6,4,1,project_pluto_band_component_ip_ext,1,HdRel_map_project_pluto_band_component_ip_ext,0,,no,no,no,no
Lemma,HdRel_map_project_pluto_band_component_ip_ext,TilingBandScheduleValidator.HdRel_map_project_pluto_band_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1189,1203,1196,1203,Qed,8,6,2,project_pluto_band_component_ip_ext;project_pluto_band_component_ip_ext_preserves_np_lt,1,Sorted_map_project_pluto_band_component_ip_ext,0,,no,no,no,no
Lemma,Sorted_map_project_pluto_band_component_ip_ext,TilingBandScheduleValidator.Sorted_map_project_pluto_band_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1205,1219,1211,1219,Qed,9,7,2,HdRel_map_project_pluto_band_component_ip_ext;project_pluto_band_component_ip_ext,1,flatten_instrs_ext_project_pluto_band_component,0,,no,no,no,no
Lemma,project_pluto_band_component_ip_ext_eq_iff,TilingBandScheduleValidator.project_pluto_band_component_ip_ext_eq_iff,TilingBandScheduleValidator,CommonBandInfrastructure,,1221,1233,1227,1233,Qed,7,5,1,project_pluto_band_component_ip_ext,1,flatten_instrs_ext_project_pluto_band_component,0,,no,no,no,no
Lemma,project_pluto_bands_component_ip_ext_old_eq_except_sched,TilingBandScheduleValidator.project_pluto_bands_component_ip_ext_old_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,1235,1247,1241,1247,Qed,7,5,1,project_pluto_bands_component_ip_ext,1,project_pluto_bands_component_ip_ext_permutable_back,0,,no,no,no,no
Lemma,project_pluto_bands_component_ip_ext_permutable_back,TilingBandScheduleValidator.project_pluto_bands_component_ip_ext_permutable_back,TilingBandScheduleValidator,CommonBandInfrastructure,,1249,1264,1255,1264,Qed,10,8,4,eq_except_sched_symm_local;permutable_eq_except_sched_local;project_pluto_bands_component_ip_ext;project_pluto_bands_component_ip_ext_old_eq_except_sched,1,check_pinstr_list_pluto_permutable_bands_component_sound,0,,no,no,no,no
Lemma,project_pluto_bands_component_ip_ext_preserves_np_lt,TilingBandScheduleValidator.project_pluto_bands_component_ip_ext_preserves_np_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,1266,1279,1272,1279,Qed,8,6,1,project_pluto_bands_component_ip_ext,1,Sorted_map_project_pluto_bands_component_ip_ext,0,,no,no,no,no
Lemma,Sorted_map_project_pluto_bands_component_ip_ext,TilingBandScheduleValidator.Sorted_map_project_pluto_bands_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1281,1297,1286,1297,Qed,12,10,2,project_pluto_bands_component_ip_ext;project_pluto_bands_component_ip_ext_preserves_np_lt,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Lemma,project_pluto_bands_component_ip_ext_eq_iff,TilingBandScheduleValidator.project_pluto_bands_component_ip_ext_eq_iff,TilingBandScheduleValidator,CommonBandInfrastructure,,1299,1312,1305,1312,Qed,8,6,1,project_pluto_bands_component_ip_ext,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Definition,project_pprog_band_ip_ext,TilingBandScheduleValidator.project_pprog_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1314,1321,,,,0,0,2,pinstr_tiling_band;project_band_ip_ext,9,HdRel_map_project_pprog_band_ip_ext;Sorted_map_project_pprog_band_ip_ext;project_pprog_band_ip_ext_belongs_to_ext_local;project_pprog_band_ip_ext_eq_iff;project_pprog_band_ip_ext_old_eq_except_sched;project_pprog_band_ip_ext_permutable_back;project_pprog_band_ip_ext_preserves_np_eq;project_pprog_band_ip_ext_preserves_np_lt;project_pprog_band_ip_ext_preserves_old_sched_lt,0,,no,no,no,no
Definition,project_ip_ext_with_band,TilingBandScheduleValidator.project_ip_ext_with_band,TilingBandScheduleValidator,CommonBandInfrastructure,,1322,1326,,,,0,0,2,pinstr_tiling_band;project_band_ip_ext,1,flatten_instrs_ext_project_band,0,,no,no,no,no
Lemma,project_band_ip_ext_preserves_np_lt,TilingBandScheduleValidator.project_band_ip_ext_preserves_np_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,1327,1337,1333,1337,Qed,5,3,1,project_band_ip_ext,1,HdRel_map_project_band_ip_ext,0,,no,no,no,no
Lemma,HdRel_map_project_band_ip_ext,TilingBandScheduleValidator.HdRel_map_project_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1339,1353,1345,1353,Qed,9,7,2,project_band_ip_ext;project_band_ip_ext_preserves_np_lt,1,Sorted_map_project_band_ip_ext,0,,no,no,no,no
Lemma,HdRel_map_project_pprog_band_ip_ext,TilingBandScheduleValidator.HdRel_map_project_pprog_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1355,1372,1361,1372,Qed,12,10,1,project_pprog_band_ip_ext,1,Sorted_map_project_pprog_band_ip_ext,0,,no,no,no,no
Lemma,Sorted_map_project_band_ip_ext,TilingBandScheduleValidator.Sorted_map_project_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1374,1387,1378,1387,Qed,10,8,2,HdRel_map_project_band_ip_ext;project_band_ip_ext,2,flatten_instr_nth_ext_project_band;flatten_instrs_ext_project_band,0,,no,no,no,no
Lemma,project_cutoff_ip_ext_preserves_np_lt,TilingBandScheduleValidator.project_cutoff_ip_ext_preserves_np_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,1389,1399,1395,1399,Qed,5,3,1,project_cutoff_ip_ext,1,HdRel_map_project_cutoff_ip_ext,0,,no,no,no,no
Lemma,HdRel_map_project_cutoff_ip_ext,TilingBandScheduleValidator.HdRel_map_project_cutoff_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1401,1415,1407,1415,Qed,9,7,2,project_cutoff_ip_ext;project_cutoff_ip_ext_preserves_np_lt,1,Sorted_map_project_cutoff_ip_ext,0,,no,no,no,no
Lemma,Sorted_map_project_cutoff_ip_ext,TilingBandScheduleValidator.Sorted_map_project_cutoff_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1417,1430,1421,1430,Qed,10,8,2,HdRel_map_project_cutoff_ip_ext;project_cutoff_ip_ext,1,flatten_instrs_ext_project_cutoff,0,,no,no,no,no
Lemma,project_cutoff_ip_ext_eq_iff,TilingBandScheduleValidator.project_cutoff_ip_ext_eq_iff,TilingBandScheduleValidator,CommonBandInfrastructure,,1432,1443,1437,1443,Qed,7,5,1,project_cutoff_ip_ext,1,flatten_instrs_ext_project_cutoff,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_preserves_np_lt,TilingBandScheduleValidator.project_pprog_band_ip_ext_preserves_np_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,1445,1458,1451,1458,Qed,8,6,1,project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_preserves_np_eq,TilingBandScheduleValidator.project_pprog_band_ip_ext_preserves_np_eq,TilingBandScheduleValidator,CommonBandInfrastructure,,1460,1472,1463,1472,Qed,10,8,2,project_band_ip_ext_preserves_np_eq;project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_old_eq_except_sched,TilingBandScheduleValidator.project_pprog_band_ip_ext_old_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,1474,1487,1479,1487,Qed,9,7,2,project_band_ip_ext_old_eq_except_sched;project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_permutable_back,TilingBandScheduleValidator.project_pprog_band_ip_ext_permutable_back,TilingBandScheduleValidator,CommonBandInfrastructure,,1489,1517,1495,1517,Qed,23,21,1,project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_eq_iff,TilingBandScheduleValidator.project_pprog_band_ip_ext_eq_iff,TilingBandScheduleValidator,CommonBandInfrastructure,,1519,1530,1524,1530,Qed,7,5,1,project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_band_ip_ext_eq_iff,TilingBandScheduleValidator.project_band_ip_ext_eq_iff,TilingBandScheduleValidator,CommonBandInfrastructure,,1532,1543,1537,1543,Qed,7,5,1,project_band_ip_ext,2,flatten_instr_nth_ext_project_band;flatten_instrs_ext_project_band,0,,no,no,no,no
Lemma,affine_product_firstn_local,TilingBandScheduleValidator.affine_product_firstn_local,TilingBandScheduleValidator,CommonBandInfrastructure,,1545,1555,1548,1555,Qed,8,6,0,,12,affine_product_prioritize_pluto_band_component_or_zero_rows;affine_product_prioritize_pluto_band_component_rows;affine_product_scalar_aware_layout_band_rows;flatten_instrs_ext_project_cutoff;make_pluto_band_component_guard_polys_point_sound;project_band_ip_ext_belongs_to_ext_local;project_pluto_band_ip_ext_belongs_to_ext_local;project_restore_projected_band_ip_ext;project_restore_projected_cutoff_ip_ext;project_restore_projected_pluto_band_ip_ext;scalar_aware_component_active_from_band_values;scalar_aware_stripmine_schedule_after_env_eval,0,,no,yes,no,yes
Lemma,affine_product_app_local_component,TilingBandScheduleValidator.affine_product_app_local_component,TilingBandScheduleValidator,CommonBandInfrastructure,,1557,1566,1561,1566,Qed,6,4,0,,3,affine_product_prioritize_pluto_band_component_or_zero_rows;affine_product_prioritize_pluto_band_component_rows;scalar_aware_stripmine_schedule_after_env_eval,0,,no,yes,no,yes
Lemma,affine_product_skipn_local_component,TilingBandScheduleValidator.affine_product_skipn_local_component,TilingBandScheduleValidator,CommonBandInfrastructure,,1568,1575,1571,1575,Qed,5,3,0,,4,affine_product_prioritize_pluto_band_component_rows;affine_product_scalar_aware_layout_band_rows;scalar_aware_component_active_from_band_values;scalar_aware_stripmine_schedule_after_env_eval,0,,no,yes,no,yes
Lemma,affine_product_prioritize_pluto_band_component_rows,TilingBandScheduleValidator.affine_product_prioritize_pluto_band_component_rows,TilingBandScheduleValidator,CommonBandInfrastructure,,1577,1591,1583,1591,Qed,9,7,5,affine_product_app_local_component;affine_product_firstn_local;affine_product_skipn_local_component;prioritize_pluto_band_component_rows;prioritize_pluto_band_component_ts,3,affine_product_prioritize_pluto_band_component_or_zero_rows;project_pluto_band_component_ip_ext_belongs_to_ext_local;project_restore_projected_pluto_band_component_ip_ext,0,,no,no,no,no
Lemma,affine_product_constant_schedule_row_like_zero,TilingBandScheduleValidator.affine_product_constant_schedule_row_like_zero,TilingBandScheduleValidator,CommonBandInfrastructure,,1593,1602,1596,1602,Qed,7,5,1,constant_schedule_row_like,1,affine_product_prioritize_pluto_band_component_or_zero_rows,0,,no,no,no,no
Lemma,affine_product_prioritize_pluto_band_component_or_zero_rows,TilingBandScheduleValidator.affine_product_prioritize_pluto_band_component_or_zero_rows,TilingBandScheduleValidator,CommonBandInfrastructure,,1604,1620,1610,1620,Qed,11,9,6,affine_product_app_local_component;affine_product_constant_schedule_row_like_zero;affine_product_firstn_local;affine_product_prioritize_pluto_band_component_rows;prioritize_pluto_band_component_or_zero_rows;prioritize_pluto_band_component_or_zero_ts,2,project_pluto_bands_component_ip_ext_belongs_to_ext_local;project_restore_projected_pluto_bands_component_ip_ext,0,,no,no,no,no
Lemma,restore_projected_band_ip_ext_belongs_to_ext,TilingBandScheduleValidator.restore_projected_band_ip_ext_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1622,1636,1628,1636,Qed,9,7,1,restore_projected_band_ip_ext,0,,0,,no,no,no,no
Lemma,restore_projected_band_ip_ext_from_project_belongs_to_ext,TilingBandScheduleValidator.restore_projected_band_ip_ext_from_project_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1638,1652,1644,1652,Qed,9,7,2,project_band_pi_ext;restore_projected_band_ip_ext,2,flatten_instr_nth_ext_project_band;flatten_instrs_ext_project_band,0,,no,no,no,no
Lemma,project_restore_projected_band_ip_ext,TilingBandScheduleValidator.project_restore_projected_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1654,1670,1658,1670,Qed,13,11,4,affine_product_firstn_local;project_band_ip_ext;project_band_pi_ext;restore_projected_band_ip_ext,2,flatten_instr_nth_ext_project_band;flatten_instrs_ext_project_band,0,,no,no,no,no
Lemma,restore_projected_band_ip_ext_from_pluto_project_belongs_to_ext,TilingBandScheduleValidator.restore_projected_band_ip_ext_from_pluto_project_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1672,1686,1678,1686,Qed,9,7,2,project_pluto_band_pi_ext;restore_projected_band_ip_ext,2,flatten_instr_nth_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band,0,,no,no,no,no
Lemma,project_restore_projected_pluto_band_ip_ext,TilingBandScheduleValidator.project_restore_projected_pluto_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1688,1707,1693,1707,Qed,15,13,4,affine_product_firstn_local;project_pluto_band_ip_ext;project_pluto_band_pi_ext;restore_projected_band_ip_ext,2,flatten_instr_nth_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band,0,,no,no,no,no
Lemma,restore_projected_band_ip_ext_from_pluto_component_project_belongs_to_ext,TilingBandScheduleValidator.restore_projected_band_ip_ext_from_pluto_component_project_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1709,1724,1716,1724,Qed,9,7,2,project_pluto_band_component_pi_ext;restore_projected_band_ip_ext,1,flatten_instrs_ext_project_pluto_band_component,0,,no,no,no,no
Lemma,project_restore_projected_pluto_band_component_ip_ext,TilingBandScheduleValidator.project_restore_projected_pluto_band_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1726,1746,1732,1746,Qed,15,13,4,affine_product_prioritize_pluto_band_component_rows;project_pluto_band_component_ip_ext;project_pluto_band_component_pi_ext;restore_projected_band_ip_ext,1,flatten_instrs_ext_project_pluto_band_component,0,,no,no,no,no
Lemma,restore_projected_band_ip_ext_from_pluto_bands_component_project_belongs_to_ext,TilingBandScheduleValidator.restore_projected_band_ip_ext_from_pluto_bands_component_project_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1748,1763,1755,1763,Qed,9,7,2,project_pluto_bands_component_pi_ext;restore_projected_band_ip_ext,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Lemma,project_restore_projected_pluto_bands_component_ip_ext,TilingBandScheduleValidator.project_restore_projected_pluto_bands_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1765,1789,1772,1789,Qed,18,16,4,affine_product_prioritize_pluto_band_component_or_zero_rows;project_pluto_bands_component_ip_ext;project_pluto_bands_component_pi_ext;restore_projected_band_ip_ext,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Lemma,restore_projected_cutoff_ip_ext_belongs_to_ext,TilingBandScheduleValidator.restore_projected_cutoff_ip_ext_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1791,1805,1797,1805,Qed,9,7,1,restore_projected_cutoff_ip_ext,0,,0,,no,no,no,no
Lemma,restore_projected_cutoff_ip_ext_from_project_belongs_to_ext,TilingBandScheduleValidator.restore_projected_cutoff_ip_ext_from_project_belongs_to_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1807,1821,1813,1821,Qed,9,7,2,project_cutoff_pi_ext;restore_projected_cutoff_ip_ext,1,flatten_instrs_ext_project_cutoff,0,,no,no,no,no
Lemma,project_restore_projected_cutoff_ip_ext,TilingBandScheduleValidator.project_restore_projected_cutoff_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1823,1840,1828,1840,Qed,13,11,4,affine_product_firstn_local;project_cutoff_ip_ext;project_cutoff_pi_ext;restore_projected_cutoff_ip_ext,1,flatten_instrs_ext_project_cutoff,0,,no,no,no,no
Lemma,flatten_instr_nth_ext_index_injective_local,TilingBandScheduleValidator.flatten_instr_nth_ext_index_injective_local,TilingBandScheduleValidator,CommonBandInfrastructure,,1842,1877,1849,1877,Qed,29,27,0,,2,flatten_instr_nth_ext_project_band;flatten_instr_nth_ext_project_pluto_band,0,,no,no,no,no
Lemma,project_band_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator.project_band_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator,CommonBandInfrastructure,,1879,1902,1885,1902,Qed,18,16,3,affine_product_firstn_local;project_band_ip_ext;project_band_pi_ext,3,flatten_instr_nth_ext_project_band;flatten_instrs_ext_project_band;project_pprog_band_ip_ext_belongs_to_ext_local,0,,no,no,no,no
Lemma,project_pluto_band_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator.project_pluto_band_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator,CommonBandInfrastructure,,1904,1925,1910,1925,Qed,16,14,3,affine_product_firstn_local;project_pluto_band_ip_ext;project_pluto_band_pi_ext,2,flatten_instr_nth_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band,0,,no,no,no,no
Lemma,project_pluto_band_component_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator.project_pluto_band_component_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator,CommonBandInfrastructure,,1927,1951,1933,1951,Qed,19,17,3,affine_product_prioritize_pluto_band_component_rows;project_pluto_band_component_ip_ext;project_pluto_band_component_pi_ext,1,flatten_instrs_ext_project_pluto_band_component,0,,no,no,no,no
Lemma,project_pluto_bands_component_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator.project_pluto_bands_component_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator,CommonBandInfrastructure,,1953,1979,1960,1979,Qed,20,18,3,affine_product_prioritize_pluto_band_component_or_zero_rows;project_pluto_bands_component_ip_ext;project_pluto_bands_component_pi_ext,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Lemma,flatten_instr_nth_ext_project_band,TilingBandScheduleValidator.flatten_instr_nth_ext_project_band,TilingBandScheduleValidator,CommonBandInfrastructure,,1981,2049,1988,2049,Qed,62,60,9,Sorted_map_project_band_ip_ext;flatten_instr_nth_ext_index_injective_local;project_band_ip_ext;project_band_ip_ext_belongs_to_ext_local;project_band_ip_ext_eq_iff;project_band_pi_ext;project_restore_projected_band_ip_ext;restore_projected_band_ip_ext;restore_projected_band_ip_ext_from_project_belongs_to_ext,0,,0,,no,no,no,no
Lemma,flatten_instr_nth_ext_project_pluto_band,TilingBandScheduleValidator.flatten_instr_nth_ext_project_pluto_band,TilingBandScheduleValidator,CommonBandInfrastructure,,2051,2119,2058,2119,Qed,62,60,9,Sorted_map_project_pluto_band_ip_ext;flatten_instr_nth_ext_index_injective_local;project_pluto_band_ip_ext;project_pluto_band_ip_ext_belongs_to_ext_local;project_pluto_band_ip_ext_eq_iff;project_pluto_band_pi_ext;project_restore_projected_pluto_band_ip_ext;restore_projected_band_ip_ext;restore_projected_band_ip_ext_from_pluto_project_belongs_to_ext,0,,0,,no,no,no,no
Lemma,flatten_instrs_ext_index_injective_local,TilingBandScheduleValidator.flatten_instrs_ext_index_injective_local,TilingBandScheduleValidator,CommonBandInfrastructure,,2121,2153,2129,2153,Qed,25,23,0,,5,flatten_instrs_ext_project_band;flatten_instrs_ext_project_cutoff;flatten_instrs_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band_component;flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Lemma,flatten_instrs_ext_project_band,TilingBandScheduleValidator.flatten_instrs_ext_project_band,TilingBandScheduleValidator,CommonBandInfrastructure,,2155,2238,2162,2238,Qed,77,75,11,Sorted_map_project_band_ip_ext;flatten_instrs_ext_index_injective_local;project_band_ip_ext;project_band_ip_ext_belongs_to_ext_local;project_band_ip_ext_eq_iff;project_band_pi_ext;project_ip_ext_with_band;project_pinstrs_ext_with_band;project_restore_projected_band_ip_ext;restore_projected_band_ip_ext;restore_projected_band_ip_ext_from_project_belongs_to_ext,0,,0,,no,no,no,no
Lemma,flatten_instrs_ext_project_pluto_band,TilingBandScheduleValidator.flatten_instrs_ext_project_pluto_band,TilingBandScheduleValidator,CommonBandInfrastructure,,2240,2324,2247,2324,Qed,78,76,10,Sorted_map_project_pluto_band_ip_ext;flatten_instrs_ext_index_injective_local;project_pinstrs_ext_with_pluto_band;project_pluto_band_ip_ext;project_pluto_band_ip_ext_belongs_to_ext_local;project_pluto_band_ip_ext_eq_iff;project_pluto_band_pi_ext;project_restore_projected_pluto_band_ip_ext;restore_projected_band_ip_ext;restore_projected_band_ip_ext_from_pluto_project_belongs_to_ext,0,,0,,no,no,no,no
Lemma,flatten_instrs_ext_project_pluto_band_component,TilingBandScheduleValidator.flatten_instrs_ext_project_pluto_band_component,TilingBandScheduleValidator,CommonBandInfrastructure,,2326,2417,2334,2417,Qed,84,82,10,Sorted_map_project_pluto_band_component_ip_ext;flatten_instrs_ext_index_injective_local;project_pinstrs_ext_with_pluto_band_component;project_pluto_band_component_ip_ext;project_pluto_band_component_ip_ext_belongs_to_ext_local;project_pluto_band_component_ip_ext_eq_iff;project_pluto_band_component_pi_ext;project_restore_projected_pluto_band_component_ip_ext;restore_projected_band_ip_ext;restore_projected_band_ip_ext_from_pluto_component_project_belongs_to_ext,1,check_pinstr_list_pluto_permutable_band_component_via_validate_tiling_sound,0,,no,no,no,no
Lemma,nth_error_project_pinstrs_ext_with_pluto_bands_component_local,TilingBandScheduleValidator.nth_error_project_pinstrs_ext_with_pluto_bands_component_local,TilingBandScheduleValidator,CommonBandInfrastructure,,2419,2435,2426,2435,Qed,10,8,2,project_pinstrs_ext_with_pluto_bands_component;project_pluto_bands_component_pi_ext,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Lemma,flatten_instrs_ext_project_pluto_bands_component,TilingBandScheduleValidator.flatten_instrs_ext_project_pluto_bands_component,TilingBandScheduleValidator,CommonBandInfrastructure,,2437,2586,2446,2586,Qed,141,139,12,Sorted_map_project_pluto_bands_component_ip_ext;flatten_instrs_ext_index_injective_local;nth_error_project_pinstrs_ext_with_pluto_bands_component_local;project_pinstrs_ext_with_pluto_bands_component;project_pinstrs_ext_with_pluto_bands_component_length;project_pluto_bands_component_ip_ext;project_pluto_bands_component_ip_ext_belongs_to_ext_local;project_pluto_bands_component_ip_ext_eq_iff;project_pluto_bands_component_pi_ext;project_restore_projected_pluto_bands_component_ip_ext;restore_projected_band_ip_ext;restore_projected_band_ip_ext_from_pluto_bands_component_project_belongs_to_ext,1,check_pinstr_list_pluto_permutable_bands_component_sound,0,,no,no,no,no
Lemma,flatten_instrs_ext_project_cutoff,TilingBandScheduleValidator.flatten_instrs_ext_project_cutoff,TilingBandScheduleValidator,CommonBandInfrastructure,,2588,2678,2595,2678,Qed,84,82,10,Sorted_map_project_cutoff_ip_ext;affine_product_firstn_local;flatten_instrs_ext_index_injective_local;project_cutoff_ip_ext;project_cutoff_ip_ext_eq_iff;project_cutoff_pi_ext;project_pinstrs_ext_with_cutoff;project_restore_projected_cutoff_ip_ext;restore_projected_cutoff_ip_ext;restore_projected_cutoff_ip_ext_from_project_belongs_to_ext,1,check_pprog_permutable_tiling_bands_via_validate_tiling_sound_with_lengths,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_preserves_old_sched_lt,TilingBandScheduleValidator.project_pprog_band_ip_ext_preserves_old_sched_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,2680,2693,2686,2693,Qed,8,6,1,project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_pprog_band_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator.project_pprog_band_ip_ext_belongs_to_ext_local,TilingBandScheduleValidator,CommonBandInfrastructure,,2695,2707,2702,2707,Qed,6,4,3,project_band_ip_ext_belongs_to_ext_local;project_band_pi_ext;project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,Sorted_map_project_pprog_band_ip_ext,TilingBandScheduleValidator.Sorted_map_project_pprog_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,2709,2722,2713,2722,Qed,10,8,2,HdRel_map_project_pprog_band_ip_ext;project_pprog_band_ip_ext,0,,0,,no,no,no,no
Lemma,nth_error_project_pinstrs_ext_with_bands,TilingBandScheduleValidator.nth_error_project_pinstrs_ext_with_bands,TilingBandScheduleValidator,CommonBandInfrastructure,,2724,2739,2730,2739,Qed,10,8,2,project_band_pi_ext;project_pinstrs_ext_with_bands,0,,0,,no,no,no,no
Lemma,nth_error_project_pinstrs_ext_with_pluto_bands_component,TilingBandScheduleValidator.nth_error_project_pinstrs_ext_with_pluto_bands_component,TilingBandScheduleValidator,CommonBandInfrastructure,,2741,2757,2748,2757,Qed,10,8,2,project_pinstrs_ext_with_pluto_bands_component;project_pluto_bands_component_pi_ext,0,,0,,no,no,no,no
Fixpoint,find_schedule_block_start_aux,TilingBandScheduleValidator.find_schedule_block_start_aux,TilingBandScheduleValidator,CommonBandInfrastructure,,2759,2769,,,,0,0,0,,3,find_schedule_block_start;find_schedule_block_start_aux_bound;find_schedule_block_start_aux_sound,0,,no,yes,no,yes
Definition,find_schedule_block_start,TilingBandScheduleValidator.find_schedule_block_start,TilingBandScheduleValidator,CommonBandInfrastructure,,2770,2773,,,,0,0,1,find_schedule_block_start_aux,11,check_pinstr_tiling_bandb;check_pinstr_tiling_bandb_sound;check_pinstr_tiling_schedule_stripminedb_sound;find_schedule_block_start_bound;find_schedule_block_start_sound;infer_pinstr_second_level_band;infer_pinstr_second_level_band_bound;infer_pinstr_second_level_band_positive_len;infer_pinstr_second_level_band_sound;infer_pinstr_tiling_band;infer_pinstr_tiling_band_bound,0,,no,yes,no,yes
