Warning: truncated output (original token count: 105285)
Total output lines: 819

kind,name,qualified_name,module_path,section_path,mutual_parent,decl_line,decl_end_line,proof_line,proof_end_line,proof_terminator,proof_span_lines,proof_body_nonblank_lines,internal_dependencies_count,internal_dependencies,internal_callers_count,internal_callers,qualified_external_use_count,qualified_external_uses,confirmed_external_root,reachable_from_any_external_root,runtime_root,reachable_from_runtime_root
Fixpoint,project_pinstrs_ext_with_pluto_phased_band,TilingBandScheduleValidator.project_pinstrs_ext_with_pluto_phased_band,TilingBandScheduleValidator,CommonBandInfrastructure,,526,541,,,,0,0,3,pinstr_tiling_band;project_pluto_phased_band_pi_ext;witness_phase_const_opt,0,,0,,no,no,no,no
Fixpoint,max_band_new_cutoff,TilingBandScheduleValidator.max_band_new_cutoff,TilingBandScheduleValidator,CommonBandInfrastructure,,542,548,,,,0,0,2,band_new_cutoff;pinstr_tiling_band,0,,0,,no,no,no,no
Fixpoint,max_pinstr_schedule_len,TilingBandScheduleValidator.max_pinstr_schedule_len,TilingBandScheduleValidator,CommonBandInfrastructure,,549,557,,,,0,0,0,,3,check_pinstr_list_single_permutable_tiling_bands_via_validate_tiling;check_pprog_permutable_tiling_bands_via_validate_tiling;check_pprog_permutable_tiling_bands_via_validate_tiling_sound_with_lengths,0,,no,no,no,no
Definition,project_cutoff_pi_ext,TilingBandScheduleValidator.project_cutoff_pi_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,558,575,,,,0,0,0,,5,flatten_instrs_ext_project_cutoff;project_cutoff_pi_ext_wf_tiling;project_pinstrs_ext_with_cutoff;project_restore_projected_cutoff_ip_ext;restore_projected_cutoff_ip_ext_from_project_belongs_to_ext,0,,no,no,no,no
Definition,project_pluto_band_pi_ext,TilingBandScheduleValidator.project_pluto_band_pi_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,576,596,,,,0,0,1,pinstr_tiling_band,7,flatten_instr_nth_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band;project_pinstrs_ext_with_pluto_band;project_pluto_band_ip_ext_belongs_to_ext_local;project_pluto_band_pi_ext_wf_tiling;project_restore_projected_pluto_band_ip_ext;restore_projected_band_ip_ext_from_pluto_project_belongs_to_ext,0,,no,no,no,no
Definition,project_pluto_band_ip_ext,TilingBandScheduleValidator.project_pluto_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,597,615,,,,0,0,1,pinstr_tiling_band,12,HdRel_map_project_pluto_band_ip_ext;Sorted_map_project_pluto_band_ip_ext;flatten_instr_nth_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band;project_pluto_band_ip_ext_belongs_to_ext_local;project_pluto_band_ip_ext_eq_iff;project_pluto_band_ip_ext_new_sched_ge;project_pluto_band_ip_ext_old_eq_except_sched;project_pluto_band_ip_ext_old_sched_lt;project_pluto_band_ip_ext_permutable_back;project_pluto_band_ip_ext_preserves_np_lt;project_restore_projected_pluto_band_ip_ext,0,,no,no,no,no
Definition,prioritize_pluto_band_component_rows,TilingBandScheduleValidator.prioritize_pluto_band_component_rows,TilingBandScheduleValidator,CommonBandInfrastructure,,616,623,,,,0,0,1,pinstr_tiling_band,4,affine_product_prioritize_pluto_band_component_rows;exact_listzzs_cols_prioritize_pluto_band_component_rows;prioritize_pluto_band_component_or_zero_rows;project_pluto_band_component_pi_ext,0,,no,no,no,no
Definition,prioritize_pluto_band_component_ts,TilingBandScheduleValidator.prioritize_pluto_band_component_ts,TilingBandScheduleValidator,CommonBandInfrastructure,,624,631,,,,0,0,1,pinstr_tiling_band,5,affine_product_prioritize_pluto_band_component_rows;prioritize_pluto_band_component_or_zero_ts;project_pluto_band_component_ip_ext;project_pluto_band_component_ip_ext_new_sched_ge;project_pluto_band_component_ip_ext_new_sched_ge_iff,0,,no,no,no,no
Definition,project_pluto_band_component_pi_ext,TilingBandScheduleValidator.project_pluto_band_component_pi_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,632,651,,,,0,0,2,pinstr_tiling_band;prioritize_pluto_band_component_rows,6,flatten_instrs_ext_project_pluto_band_component;project_pinstrs_ext_with_pluto_band_component;project_pluto_band_component_ip_ext_belongs_to_ext_local;project_pluto_band_component_pi_ext_wf_tiling;project_restore_projected_pluto_band_component_ip_ext;restore_projected_band_ip_ext_from_pluto_component_project_belongs_to_ext,0,,no,no,no,no
Definition,project_pluto_band_component_ip_ext,TilingBandScheduleValidator.project_pluto_band_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,652,669,,,,0,0,2,pinstr_tiling_band;prioritize_pluto_band_component_ts,14,HdRel_map_project_pluto_band_component_ip_ext;Sorted_map_project_pluto_band_component_ip_ext;check_pinstr_list_pluto_permutable_band_component_via_validate_tiling_sound;flatten_instrs_ext_project_pluto_band_component;project_pluto_band_component_ip_ext_belongs_to_ext_local;project_pluto_band_component_ip_ext_eq_iff;project_pluto_band_component_ip_ext_new_sched_ge;project_pluto_band_component_ip_ext_new_sched_ge_iff;project_pluto_band_component_ip_ext_old_eq_except_sched;project_pluto_band_component_ip_ext_old_sched_lt;project_pluto_band_component_ip_ext_permutable_back;project_pluto_band_component_ip_ext_preserves_np_lt;project_pluto_bands_component_ip_ext_eq_single_if_present;project_restore_projected_pluto_band_component_ip_ext,0,,no,no,no,no
Definition,project_pinstrs_ext_with_pluto_band_component,TilingBandScheduleValidator.project_pinstrs_ext_with_pluto_band_component,TilingBandScheduleValidator,CommonBandInfrastructure,,670,675,,,,0,0,2,pinstr_tiling_band;project_pluto_band_component_pi_ext,4,check_pinstr_list_pluto_permutable_band_component_via_validate_tiling;check_pinstr_list_pluto_permutable_band_component_via_validate_tiling_sound;flatten_instrs_ext_project_pluto_band_component;project_pinstrs_ext_with_pluto_band_component_wf_tiling,0,,no,no,no,no
Definition,prioritize_pluto_band_component_or_zero_rows,TilingBandScheduleValidator.prioritize_pluto_band_component_or_zero_rows,TilingBandScheduleValidator,CommonBandInfrastructure,,676,686,,,,0,0,3,constant_schedule_row_like;pinstr_tiling_band;prioritize_pluto_band_component_rows,3,affine_product_prioritize_pluto_band_component_or_zero_rows;exact_listzzs_cols_prioritize_pluto_band_component_or_zero_rows;project_pluto_bands_component_pi_ext,0,,no,no,no,no
Definition,prioritize_pluto_band_component_or_zero_ts,TilingBandScheduleValidator.prioritize_pluto_band_component_or_zero_ts,TilingBandScheduleValidator,CommonBandInfrastructure,,687,695,,,,0,0,2,pinstr_tiling_band;prioritize_pluto_band_component_ts,3,affine_product_prioritize_pluto_band_component_or_zero_rows;project_pluto_bands_component_ip_ext;project_pluto_bands_component_ip_ext_eq_single_if_present,0,,no,no,no,no
Definition,project_pluto_bands_component_pi_ext,TilingBandScheduleValidator.project_pluto_bands_component_pi_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,696,715,,,,0,0,2,pinstr_tiling_band;prioritize_pluto_band_component_or_zero_rows,8,flatten_instrs_ext_project_pluto_bands_component;nth_error_project_pinstrs_ext_with_pluto_bands_component;nth_error_project_pinstrs_ext_with_pluto_bands_component_local;project_pinstrs_ext_with_pluto_bands_component;project_pluto_bands_component_ip_ext_belongs_to_ext_local;project_pluto_bands_component_pi_ext_wf_tiling;project_restore_projected_pluto_bands_component_ip_ext;restore_projected_band_ip_ext_from_pluto_bands_component_project_belongs_to_ext,0,,no,no,no,no
Definition,project_pluto_bands_component_ip_ext,TilingBandScheduleValidator.project_pluto_bands_component_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,716,739,,,,0,0,2,pinstr_tiling_band;prioritize_pluto_band_component_or_zero_ts,12,Sorted_map_project_pluto_bands_component_ip_ext;check_pinstr_list_pluto_permutable_bands_component_sound;flatten_instrs_ext_project_pluto_bands_component;project_pluto_bands_component_ip_ext_belongs_to_ext_local;project_pluto_bands_component_ip_ext_eq_iff;project_pluto_bands_component_ip_ext_eq_single_if_present;project_pluto_bands_component_ip_ext_new_sched_ge;project_pluto_bands_component_ip_ext_old_eq_except_sched;project_pluto_bands_component_ip_ext_old_sched_lt;project_pluto_bands_component_ip_ext_permutable_back;project_pluto_bands_component_ip_ext_preserves_np_lt;project_restore_projected_pluto_bands_component_ip_ext,0,,no,no,no,no
Fixpoint,project_pinstrs_ext_with_pluto_bands_component,TilingBandScheduleValidator.project_pinstrs_ext_with_pluto_bands_component,TilingBandScheduleValidator,CommonBandInfrastructure,,740,750,,,,0,0,2,pinstr_tiling_band;project_pluto_bands_component_pi_ext,7,check_pinstr_list_pluto_permutable_bands_component_sound;check_pinstr_list_pluto_permutable_bands_component_via_validate_tiling;flatten_instrs_ext_project_pluto_bands_component;nth_error_project_pinstrs_ext_with_pluto_bands_component;nth_error_project_pinstrs_ext_with_pluto_bands_component_local;project_pinstrs_ext_with_pluto_bands_component_length;project_pinstrs_ext_with_pluto_bands_component_wf_tiling,0,,no,no,no,no
Fixpoint,max_tiling_band_len,TilingBandScheduleValidator.max_tiling_band_len,TilingBandScheduleValidator,CommonBandInfrastructure,,751,756,,,,0,0,1,pinstr_tiling_band,3,check_pinstr_list_pluto_componentwise_permutable_bands_direct;check_pinstr_list_pluto_permutable_bands_components_via_validate_tiling;max_tiling_band_len_ge_nth_error,0,,no,yes,no,yes
Lemma,project_pinstrs_ext_with_pluto_bands_component_length,TilingBandScheduleValidator.project_pinstrs_ext_with_pluto_bands_component_length,TilingBandScheduleValidator,CommonBandInfrastructure,,757,770,763,770,Qed,8,6,1,project_pinstrs_ext_with_pluto_bands_component,1,flatten_instrs_ext_project_pluto_bands_component,0,,no,no,no,no
Definition,project_cutoff_ip_ext,TilingBandScheduleValidator.project_cutoff_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,772,787,,,,0,0,0,,13,HdRel_map_project_cutoff_ip_ext;Sorted_map_project_cutoff_ip_ext;check_pprog_permutable_tiling_bands_via_validate_tiling_sound_with_lengths;flatten_instrs_ext_project_cutoff;project_cutoff_ip_ext_eq_iff;project_cutoff_ip_ext_new_eq_except_sched;project_cutoff_ip_ext_old_eq_except_sched;project_cutoff_ip_ext_permutable_back;project_cutoff_ip_ext_preserves_new_sched_ge_if_long;project_cutoff_ip_ext_preserves_np_eq;project_cutoff_ip_ext_preserves_np_lt;project_cutoff_ip_ext_preserves_old_sched_lt;project_restore_projected_cutoff_ip_ext,0,,no,no,no,no
Definition,project_pinstrs_ext_with_cutoff,TilingBandScheduleValidator.project_pinstrs_ext_with_cutoff,TilingBandScheduleValidator,CommonBandInfrastructure,,788,792,,,,0,0,1,project_cutoff_pi_ext,4,check_pinstr_list_permutable_tiling_band_via_validate_tiling;check_pprog_permutable_tiling_bands_via_validate_tiling_sound_with_lengths;flatten_instrs_ext_project_cutoff;project_pinstrs_ext_with_cutoff_wf_tiling,0,,no,no,no,no
Definition,project_pinstrs_ext_with_pluto_band,TilingBandScheduleValidator.project_pinstrs_ext_with_pluto_band,TilingBandScheduleValidator,CommonBandInfrastructure,,793,797,,,,0,0,2,pinstr_tiling_band;project_pluto_band_pi_ext,3,check_pinstr_list_pluto_permutable_band_via_validate_tiling;flatten_instrs_ext_project_pluto_band;project_pinstrs_ext_with_pluto_band_wf_tiling,0,,no,no,no,no
Definition,project_band_ip_ext,TilingBandScheduleValidator.project_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,798,814,,,,0,0,1,pinstr_tiling_band,17,HdRel_map_project_band_ip_ext;Sorted_map_project_band_ip_ext;flatten_instr_nth_ext_project_band;flatten_instrs_ext_project_band;project_band_ip_ext_belongs_to_ext;project_band_ip_ext_belongs_to_ext_local;project_band_ip_ext_eq_iff;project_band_ip_ext_new_eq_except_sched;project_band_ip_ext_old_eq_except_sched;project_band_ip_ext_permutable_back;project_band_ip_ext_preserves_new_sched_ge_if_long;project_band_ip_ext_preserves_np_eq;project_band_ip_ext_preserves_np_lt;project_band_ip_ext_preserves_old_sched_lt;project_ip_ext_with_band;project_pprog_band_ip_ext;project_restore_projected_band_ip_ext,0,,no,no,no,no
Definition,restore_projected_band_ip_ext,TilingBandScheduleValidator.restore_projected_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,815,835,,,,0,0,0,,15,flatten_instr_nth_ext_project_band;flatten_instr_nth_ext_project_pluto_band;flatten_instrs_ext_project_band;flatten_instrs_ext_project_pluto_band;flatten_instrs_ext_project_pluto_band_component;flatten_instrs_ext_project_pluto_bands_component;project_restore_projected_band_ip_ext;project_restore_projected_pluto_band_component_ip_ext;project_restore_projected_pluto_band_ip_ext;project_restore_projected_pluto_bands_component_ip_ext;restore_projected_band_ip_ext_belongs_to_ext;restore_projected_band_ip_ext_from_pluto_bands_component_project_belongs_to_ext;restore_projected_band_ip_ext_from_pluto_component_project_belongs_to_ext;restore_projected_band_ip_ext_from_pluto_project_belongs_to_ext;restore_projected_band_ip_ext_from_project_belongs_to_ext,0,,no,no,no,no
Definition,restore_projected_cutoff_ip_ext,TilingBandScheduleValidator.restore_projected_cutoff_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,836,856,,,,0,0,0,,4,flatten_instrs_ext_project_cutoff;project_restore_projected_cutoff_ip_ext;restore_projected_cutoff_ip_ext_belongs_to_ext;restore_projected_cutoff_ip_ext_from_project_belongs_to_ext,0,,no,no,no,no
Lemma,project_band_ip_ext_old_eq_except_sched,TilingBandScheduleValidator.project_band_ip_ext_old_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,857,870,862,870,Qed,9,7,1,project_band_ip_ext,2,project_band_ip_ext_permutable_back;project_pprog_band_ip_ext_old_eq_except_sched,0,,no,no,no,no
Lemma,project_band_ip_ext_new_eq_except_sched,TilingBandScheduleValidator.project_band_ip_ext_new_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,872,885,877,885,Qed,9,7,1,project_band_ip_ext,0,,0,,no,no,no,no
Lemma,project_cutoff_ip_ext_old_eq_except_sched,TilingBandScheduleValidator.project_cutoff_ip_ext_old_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,887,900,892,900,Qed,9,7,1,project_cutoff_ip_ext,1,project_cutoff_ip_ext_permutable_back,0,,no,no,no,no
Lemma,project_cutoff_ip_ext_new_eq_except_sched,TilingBandScheduleValidator.project_cutoff_ip_ext_new_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,902,915,907,915,Qed,9,7,1,project_cutoff_ip_ext,0,,0,,no,no,no,no
Lemma,eq_except_sched_symm_local,TilingBandScheduleValidator.eq_except_sched_symm_local,TilingBandScheduleValidator,CommonBandInfrastructure,,917,926,921,926,Qed,6,4,0,,5,project_band_ip_ext_permutable_back;project_cutoff_ip_ext_permutable_back;project_pluto_band_component_ip_ext_permutable_back;project_pluto_band_ip_ext_permutable_back;project_pluto_bands_component_ip_ext_permutable_back,0,,no,no,no,no
Lemma,instr_point_sema_eq_except_sched_iff_local,TilingBandScheduleValidator.instr_point_sema_eq_except_sched_iff_local,TilingBandScheduleValidator,CommonBandInfrastructure,,928,944,933,944,Qed,12,10,0,,1,permutable_eq_except_sched_local,0,,no,no,no,no
Lemma,permutable_eq_except_sched_local,TilingBandScheduleValidator.permutable_eq_except_sched_local,TilingBandScheduleValidator,CommonBandInfrastructure,,946,997,952,997,Qed,46,44,1,instr_point_sema_eq_except_sched_iff_local,5,project_band_ip_ext_permutable_back;project_cutoff_ip_ext_permutable_back;project_pluto_band_component_ip_ext_permutable_back;project_pluto_band_ip_ext_permutable_back;project_pluto_bands_component_ip_ext_permutable_back,0,,no,no,no,no
Lemma,project_band_ip_ext_preserves_np_eq,TilingBandScheduleValidator.project_band_ip_ext_preserves_np_eq,TilingBandScheduleValidator,CommonBandInfrastructure,,999,1010,1002,1010,Qed,9,7,1,project_band_ip_ext,1,project_pprog_band_ip_ext_preserves_np_eq,0,,no,no,no,no
Lemma,project_band_ip_ext_permutable_back,TilingBandScheduleValidator.project_band_ip_ext_permutable_back,TilingBandScheduleValidator,CommonBandInfrastructure,,1012,1027,1018,1027,Qed,10,8,4,eq_except_sched_symm_local;permutable_eq_except_sched_local;project_band_ip_ext;project_band_ip_ext_old_eq_except_sched,0,,0,,no,no,no,no
Lemma,project_cutoff_ip_ext_preserves_np_eq,TilingBandScheduleValidator.project_cutoff_ip_ext_preserves_np_eq,TilingBandScheduleValidator,CommonBandInfrastructure,,1029,1040,1032,1040,Qed,9,7,1,project_cutoff_ip_ext,0,,0,,no,no,no,no
Lemma,project_cutoff_ip_ext_permutable_back,TilingBandScheduleValidator.project_cutoff_ip_ext_permutable_back,TilingBandScheduleValidator,CommonBandInfrastructure,,1042,1057,1048,1057,Qed,10,8,4,eq_except_sched_symm_local;permutable_eq_except_sched_local;project_cutoff_ip_ext;project_cutoff_ip_ext_old_eq_except_sched,1,check_pprog_permutable_tiling_bands_via_validate_tiling_sound_with_lengths,0,,no,no,no,no
Lemma,project_pluto_band_ip_ext_old_eq_except_sched,TilingBandScheduleValidator.project_pluto_band_ip_ext_old_eq_except_sched,TilingBandScheduleValidator,CommonBandInfrastructure,,1059,1071,1064,1071,Qed,8,6,1,project_pluto_band_ip_ext,1,project_pluto_band_ip_ext_permutable_back,0,,no,no,no,no
Lemma,project_pluto_band_ip_ext_permutable_back,TilingBandScheduleValidator.project_pluto_band_ip_ext_permutable_back,TilingBandScheduleValidator,CommonBandInfrastructure,,1073,1088,1079,1088,Qed,10,8,4,eq_except_sched_symm_local;permutable_eq_except_sched_local;project_pluto_band_ip_ext;project_pluto_band_ip_ext_old_eq_except_sched,0,,0,,no,no,no,no
Lemma,project_pluto_band_ip_ext_preserves_np_lt,TilingBandScheduleValidator.project_pluto_band_ip_ext_preserves_np_lt,TilingBandScheduleValidator,CommonBandInfrastructure,,1090,1100,1096,1100,Qed,5,3,1,project_pluto_band_ip_ext,1,HdRel_map_project_pluto_band_ip_ext,0,,no,no,no,no
Lemma,HdRel_map_project_pluto_band_ip_ext,TilingBandScheduleValidator.HdRel_map_project_pluto_band_ip_ext,TilingBandScheduleValidator,CommonBandInfrastructure,,1102,1114,1108,1114,Qed,7,5,2,project_pluto_band_ip_ext;project_pluto_band_ip_ext_preserves_np_lt,1,Sorted_map_project_pluto_band_ip_ext,0,,no,no,no,no
